buy_date,code,name,today_rise,buy_price,score,ratio,market_condition,next_rise,next_open,next_close,rebound_score,rebound_reason
2026-03-16,206A,ＰＲＩＳＭ　ＢｉｏＬａｂ,-8.76,198.0,8.93,8.8,NORMAL,-2.0,200.0,196.0,3.0,RSIやや低め(40) / 出来高やや増(1.9倍)
2026-03-16,6656,インスペック,-7.91,582.0,0.17,0.94,NORMAL,-0.34,591.0,589.0,5.0,RSIやや低め(40) / 出来高増加(2.1倍) / MA25やや下離れ(-9.4%)
2026-03-16,4438,Ｗｅｌｂｙ,-6.36,383.0,8.32,6.95,NORMAL,-5.33,375.0,355.0,3.0,出来高急増(7.1倍)売り枯れ示唆
2026-03-16,3193,エターナルホスピタリティグループ,-5.92,3180.0,3.41,1.67,NORMAL,0.15,3230.0,3235.0,7.0,RSIやや低め(33) / 出来高急増(5.9倍)売り枯れ示唆 / MA25下離れ(-10.4%)
2026-03-16,4414,フレクト,-5.88,1137.0,1.77,0.43,NORMAL,-2.17,1107.0,1083.0,7.0,RSI売られ過ぎ(25) / 出来高やや増(1.5倍) / MA25大幅下離れ(-16.9%)
2026-03-16,4431,スマレジ,-5.67,2196.0,3.86,0.95,NORMAL,-3.55,2199.0,2121.0,3.0,出来高増加(2.4倍) / MA25やや下離れ(-9.1%)
2026-03-16,3665,エニグモ,-5.6,388.0,-1.29,0.51,NORMAL,-1.3,386.0,381.0,4.0,RSI中立(44) / 出来高増加(2.8倍) / MA25やや下離れ(-5.1%)
2026-03-17,4588,オンコリスバイオファーマ,-19.48,2241.0,-0.64,0.62,WEAK,,,,5.0,RSI中立(47) / 出来高増加(2.4倍) / MA25下離れ(-10.1%)
2026-03-17,7777,スリー・ディー・マトリックス,-11.19,476.0,2.82,1.88,WEAK,,,,4.0,RSI中立(42) / MA25大幅下離れ(-18.5%)
2026-03-17,4422,ＶＡＬＵＥＮＥＸ,-10.68,435.0,7.04,3.12,WEAK,,,,3.0,出来高急増(10.1倍)売り枯れ示唆
2026-03-17,6613,ＱＤレーザ,-10.49,1450.0,5.82,1.87,WEAK,,,,3.0,出来高急増(3.9倍)売り枯れ示唆
2026-03-17,6330,東洋エンジニアリング,-10.16,3095.0,2.87,0.98,WEAK,,,,5.0,RSI中立(47) / 出来高やや増(1.9倍) / MA25大幅下離れ(-21.5%)
2026-03-17,6387,サムコ,-10.1,7210.0,7.88,5.64,WEAK,,,,3.0,出来高急増(4.3倍)売り枯れ示唆
2026-03-17,8894,ＲＥＶＯＬＵＴＩＯＮ,-8.93,51.0,-0.94,0.73,WEAK,,,,4.0,RSI中立(47) / 出来高急増(3.9倍)売り枯れ示唆
2026-03-17,6264,マルマエ,-8.9,3175.0,-1.27,0.38,WEAK,,,,3.0,RSIやや低め(32) / MA25やや下離れ(-7.2%)
2026-03-17,446A,ノースサンド,-8.88,1458.0,-1.89,0.28,WEAK,,,,3.0,出来高急増(8.1倍)売り枯れ示唆
2026-03-17,4893,ノイルイミューン・バイオテック,-8.87,185.0,3.76,3.39,WEAK,,,,3.0,出来高急増(3.4倍)売り枯れ示唆
2026-03-17,228A,オプロ,-8.56,1506.0,-0.24,0.71,WEAK,,,,4.0,RSI中立(42) / 出来高急増(5.9倍)売り枯れ示唆
2026-03-17,6855,日本電子材料,-8.01,6550.0,-1.8,0.64,WEAK,,,,4.0,RSI中立(41) / 出来高やや増(1.9倍) / MA25下離れ(-10.9%)
2026-03-17,5074,テスホールディングス,-7.93,673.0,0.91,1.22,WEAK,,,,3.0,出来高急増(4.2倍)売り枯れ示唆
2026-03-17,7409,ＡｅｒｏＥｄｇｅ,-7.89,4030.0,2.05,1.09,WEAK,,,,6.0,RSI売られ過ぎ(26) / MA25大幅下離れ(-15.2%)
2026-03-17,4596,窪田製薬ホールディングス,-7.63,109.0,-2.3,0.24,WEAK,,,,5.0,RSIやや低め(32) / MA25大幅下離れ(-38.0%)
2026-03-17,2776,新都ホールディングス,-7.59,134.0,3.36,3.5,WEAK,,,,3.0,RSI中立(48) / 出来高増加(2.8倍)
2026-03-17,5216,倉元製作所,-7.22,180.0,-1.25,0.36,WEAK,,,,4.0,RSIやや低め(36) / MA25下離れ(-11.9%)
2026-03-17,5715,古河機械金属,-7.19,4715.0,5.55,1.11,WEAK,,,,5.0,RSI売られ過ぎ(25) / MA25下離れ(-14.3%)
2026-03-17,3103,ユニチカ,-6.86,1249.0,-2.74,0.18,WEAK,,,,3.0,RSI中立(48) / MA25下離れ(-10.6%)
2026-03-17,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,-6.74,83.0,10.0,17.48,WEAK,,,,3.0,出来高急増(3.8倍)売り枯れ示唆
2026-03-17,4047,関東電化工業,-6.7,1477.0,-0.31,0.47,WEAK,,,,3.0,RSIやや低め(32) / MA25やや下離れ(-6.3%)
2026-03-17,6590,芝浦メカトロニクス,-6.49,4610.0,1.18,1.31,WEAK,,,,7.0,RSI極度売られ過ぎ(10) / MA25大幅下離れ(-72.6%)
2026-03-17,7771,日本精密,-6.36,412.0,-4.35,0.33,WEAK,,,,3.0,MA25大幅下離れ(-17.6%)
2026-03-17,6840,ＡＫＩＢＡホールディングス,-6.26,479.0,0.69,0.45,WEAK,,,,4.0,RSI売られ過ぎ(24) / MA25やや下離れ(-9.4%)
2026-03-17,3997,トレードワークス,-6.21,408.0,-1.31,0.28,WEAK,,,,6.0,RSI売られ過ぎ(22) / MA25大幅下離れ(-17.7%)
2026-03-17,264A,Ｓｃｈｏｏ,-6.18,531.0,3.31,1.74,WEAK,,,,6.0,RSI中立(46) / 出来高急増(6.4倍)売り枯れ示唆 / MA25下離れ(-14.1%)
2026-03-17,3905,データセクション,-5.95,1533.0,-0.97,0.46,WEAK,,,,5.0,RSI売られ過ぎ(25) / MA25下離れ(-14.9%)
2026-03-17,6580,ライトアップ,-5.65,1635.0,-0.43,0.74,WEAK,,,,4.0,RSI中立(46) / MA25大幅下離れ(-18.2%)
2026-03-17,6226,守谷輸送機工業,-5.62,4280.0,2.75,1.75,WEAK,,,,6.0,RSI売られ過ぎ(26) / MA25大幅下離れ(-22.1%)
2026-03-17,7743,シード,-5.46,589.0,3.73,3.13,WEAK,,,,3.0,出来高急増(3.2倍)売り枯れ示唆
2026-03-17,7729,東京精密,-5.45,14305.0,0.12,0.79,WEAK,,,,4.0,RSIやや低め(31) / MA25下離れ(-10.6%)
2026-03-17,7138,ＴＯＲＩＣＯ,-5.38,264.0,0.04,0.42,WEAK,,,,5.0,RSI売られ過ぎ(21) / MA25下離れ(-11.4%)
2026-03-17,2983,アールプランナー,-5.34,1771.0,3.35,1.84,WEAK,,,,7.0,RSIやや低め(35) / 出来高急増(4.3倍)売り枯れ示唆 / MA25下離れ(-14.7%)
2026-03-17,6315,ＴＯＷＡ,-5.33,2504.0,-0.63,0.58,WEAK,,,,4.0,RSIやや低め(37) / MA25下離れ(-10.9%)
2026-03-17,1885,東亜建設工業,-5.27,3325.0,2.46,1.11,WEAK,,,,5.0,RSI売られ過ぎ(23) / MA25下離れ(-14.8%)
2026-03-17,4228,積水化成品工業,-5.06,450.0,2.12,1.26,WEAK,,,,3.0,RSIやや低め(36) / MA25やや下離れ(-8.7%)
2026-03-17,6146,ディスコ,-5.03,67350.0,-0.79,0.69,WEAK,,,,3.0,RSIやや低め(37) / MA25やや下離れ(-6.9%)
